Timing_corner,TestType,Spec_name,Value,Suite name,Test name
TRANS_1_pASYNC6_WFT3X4_MPT_14,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_1_pASYNC6_WFT3X4_MPT_14,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_FULLCHIP_pASYNC6_WFT4X4_MPT_10,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_FULLCHIP_pASYNC6_WFT4X4_MPT_10,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_FULLCHIP_pASYNC6_WFT4X4_MPT_12,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_FULLCHIP_pASYNC6_WFT4X4_MPT_12,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_FULLCHIP_pASYNC6_WFT4X4_MPT_14,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_FULLCHIP_pASYNC6_WFT4X4_MPT_14,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_pASYNC6_WFT3X4_MPT_085,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_pASYNC6_WFT3X4_MPT_085,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_pASYNC6_WFT3X4_MPT_089,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_pASYNC6_WFT3X4_MPT_089,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_pASYNC6_WFT3X4_MPT_10,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_pASYNC6_WFT3X4_MPT_10,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_pASYNC6_WFT3X4_MPT_12,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_pASYNC6_WFT3X4_MPT_12,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
TRANS_pASYNC6_WFT3X4_MPT_14,FT_RPC_HT|FT_RPC_LT,GuardBandRatio@pASYNC6,1.055,0,0
TRANS_pASYNC6_WFT3X4_MPT_14,PB_RPC_HT|PB_RPC_LT|PB_RPC_RT,GuardBandRatio@pASYNC6,1.010,0,0
