"SpeedSortSuites","Insertion","Test name","Suite name"
"PB_PLL_1PR_T0_1_PG_AtSpeedVmin_st","^PB_RPC_LT","",""
"PB_PLL_RTA_T0_F_PG_AtSpeedVmin_st","^PB_RPC_LT","",""
"PB_PLL_S1R_T0_1_PG_AtSpeedVmin_st","^PB_RPC_LT","",""
"TRANS_P01_PG_AtSpeedVmin_st","*","",""
"TRANS_P01_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P07_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P08_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P09_PG_AtSpeedVmin_st","*","",""
"TRANS_P09_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P02_PG_AtSpeedVmin_st","*","",""
"TRANS_P02_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P03_PG_AtSpeedVmin_st","*","",""
"TRANS_P04_PG_AtSpeedVmin_st","*","",""
"TRANS_P04_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P06_PG_AtSpeedVmin_st","*","",""
"TRANS_P06_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P05_PG_AtSpeedVmin_st","*","",""
"TRANS_P05_PG_1_AtSpeedVmin_st","*","",""
"TRANS_P07_PG_AtSpeedVmin_st","*","",""
"TRANS_P08_PG_AtSpeedVmin_st","*","",""
"TRANS_P10_PG_AtSpeedVmin_st","*","",""
"TRANS_P10_C1_PG_AtSpeedVmin_st","*","",""
"TRANS_P10_C1_PG_1_AtSpeedVmin_st","*","",""
