"Suite name","Test name","Test number","Lsl","Lsl","Lsl","Lsl","Lsl_typ","Usl_typ","Usl","Usl","Usl","Usl","Units","Bin_s_num","Bin_s_name","Bin_h_num","Bin_h_name","Bin_type","Bin_reprobe","Bin_overon","Test_remarks"
"NULLDUT_1","O_NULLDUT_IVPAIR04_0p05","8000013","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR04_0p80","8000014","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR04_0p85","8000015","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR05_0p00","8000016","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR05_0p05","8000017","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR05_0p80","8000018","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR05_0p85","8000019","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR06_0p00","8000020","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR06_0p05","8000021","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR06_0p80","8000022","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"NULLDUT_1","O_NULLDUT_IVPAIR06_0p85","8000023","-25","-25","-25","-25","GE","LE","25","25","25","25","uA","400","NULLDUT_1","8","F_OS","bad","no","yes",""
"IcapTest","O_ICAP_FREQ_MET_0p85","8001000","0","0","0","0","GE","LE","9999","9999","9999","9999","MHz","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD0_0p85","8001001","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD1_0p85","8001002","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD2_0p85","8001003","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD3_0p85","8001004","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD4_0p85","8001005","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD5_0p85","8001006","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD6_0p85","8001007","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD7_0p85","8001008","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD8_0p85","8001009","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_METD9_0p85","8001010","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_ICAP_FREQ_MET2X_0p85","8001011","0","0","0","0","GE","LE","9999","9999","9999","9999","MHz","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD0_0p85","8001012","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD1_0p85","8001013","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD2_0p85","8001014","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD3_0p85","8001015","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD4_0p85","8001016","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD5_0p85","8001017","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD6_0p85","8001018","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD7_0p85","8001019","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD8_0p85","8001020","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_MET2XD9_0p85","8001021","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_ICAP_FREQ_CAL_0p85","8001022","0","0","0","0","GE","LE","9999","9999","9999","9999","MHz","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD0_0p85","8001023","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD1_0p85","8001024","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD2_0p85","8001025","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD3_0p85","8001026","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD4_0p85","8001027","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD5_0p85","8001028","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD6_0p85","8001029","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD7_0p85","8001030","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD8_0p85","8001031","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_CALD9_0p85","8001032","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_ICAP_FREQ_FEOL_0p85","8001033","0","0","0","0","GE","LE","9999","9999","9999","9999","MHz","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD0_0p85","8001034","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD1_0p85","8001035","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD2_0p85","8001036","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD3_0p85","8001037","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD4_0p85","8001038","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD5_0p85","8001039","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD6_0p85","8001040","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD7_0p85","8001041","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD8_0p85","8001042","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"IcapTest","O_CAP_8XS_FEOLD9_0p85","8001043","0","0","0","0","GE","LE","9999","9999","9999","9999","pF","","IcapTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_01_0p85","8001044","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_02_0p85","8001045","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_03_0p85","8001046","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_04_0p85","8001047","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_05_0p85","8001048","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_06_0p85","8001049","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_07_0p85","8001050","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_08_0p85","8001051","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_09_0p85","8001052","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_10_0p85","8001053","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_11_0p85","8001054","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_12_0p85","8001055","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_13_0p85","8001056","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_14_0p85","8001057","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_15_0p85","8001058","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_16_0p85","8001059","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_17_0p85","8001060","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_18_0p85","8001061","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_19_0p85","8001062","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_20_0p85","8001063","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_21_0p85","8001064","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_22_0p85","8001065","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_23_0p85","8001066","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_24_0p85","8001067","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_25_0p85","8001068","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_26_0p85","8001069","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_27_0p85","8001070","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_28_0p85","8001071","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_29_0p85","8001072","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_30_0p85","8001073","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_31_0p85","8001074","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_FPARAM_32_0p85","8001075","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_01_0p85","8001076","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_02_0p85","8001077","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_03_0p85","8001078","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_04_0p85","8001079","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_05_0p85","8001080","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_06_0p85","8001081","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_07_0p85","8001082","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_08_0p85","8001083","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_09_0p85","8001084","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_10_0p85","8001085","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_11_0p85","8001086","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_12_0p85","8001087","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_13_0p85","8001088","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_14_0p85","8001089","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_15_0p85","8001090","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_16_0p85","8001091","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_17_0p85","8001092","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_18_0p85","8001093","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_19_0p85","8001094","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_20_0p85","8001095","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_21_0p85","8001096","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_22_0p85","8001097","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_23_0p85","8001098","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_24_0p85","8001099","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_25_0p85","8001100","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_26_0p85","8001101","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_27_0p85","8001102","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_28_0p85","8001103","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_29_0p85","8001104","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_30_0p85","8001105","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_31_0p85","8001106","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_32_0p85","8001107","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_33_0p85","8001108","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_34_0p85","8001109","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_35_0p85","8001110","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_IRESM_36_0p85","8001111","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_01_0p85","8001112","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_02_0p85","8001113","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_03_0p85","8001114","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_04_0p85","8001115","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_05_0p85","8001116","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_06_0p85","8001117","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_07_0p85","8001118","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_08_0p85","8001119","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_09_0p85","8001120","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_10_0p85","8001121","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_11_0p85","8001122","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_12_0p85","8001123","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_13_0p85","8001124","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_14_0p85","8001125","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_15_0p85","8001126","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_16_0p85","8001127","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_17_0p85","8001128","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_18_0p85","8001129","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_19_0p85","8001130","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_20_0p85","8001131","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_21_0p85","8001132","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_22_0p85","8001133","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
"ViaTest","O_RES_8XS_VNRWM_23_0p85","8001134","0","0","0","0","GE","LE","9999","9999","9999","9999","Z","","ViaTest","8","F_OS","bad","no","yes",""
